,House or Senate,Date,Time Convened,Time Adjourned,Time in Session,Working Day?,Scraped adjournment string,url
520,Senate,04/17/2023,15:00PM,18:28PM,208.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:28 p.m. until 10 a.m. on Tuesday April 18 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/4/17/daily-digest
521,House,04/17/2023,14:00PM,21:48PM,468.0,x,Adjournment: The House met at 2 p.m. and adjourned at 9:48 p.m.   ,https://www.congress.gov/congressional-record/2023/4/17/daily-digest
522,Senate,04/18/2023,10:00AM,18:20PM,500.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:20 p.m. until 10 a.m. on Wednesday April 19 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/4/18/daily-digest
523,House,04/18/2023,10:00AM,19:31PM,571.0,x,Adjournment: The House met at 10 a.m. and adjourned at 7:31 p.m.   ,https://www.congress.gov/congressional-record/2023/4/18/daily-digest
524,Senate,04/19/2023,10:00AM,19:34PM,574.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:34 p.m. until 10 a.m. on Thursday April 20 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/4/19/daily-digest
525,House,04/19/2023,,,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/4/19/daily-digest
526,Senate,04/20/2023,10:00AM,15:30PM,330.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:30 p.m. until 10 a.m. on Friday April 21 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/4/20/daily-digest
527,House,04/20/2023,09:00AM,12:46PM,226.0,x,Adjournment: The House met at 9 a.m. and adjourned at 12:46 p.m. ,https://www.congress.gov/congressional-record/2023/4/20/daily-digest
528,Senate,04/21/2023,,,,pf,The Senate met at 10:00:01 a.m. in pro forma session and adjourned at 10:00:12 a.m. until 3 p.m. on Tuesday April 25 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/4/21/daily-digest
529,House,04/21/2023,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 11 a.m. on Monday April 24 2023.No hearings were held.,https://www.congress.gov/congressional-record/2023/4/21/daily-digest
530,Senate,04/24/2023,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Tuesday April 25 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/4/24/daily-digest
531,House,04/24/2023,11:00AM,11:03AM,3.0,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.,https://www.congress.gov/congressional-record/2023/4/24/daily-digest
532,Senate,04/25/2023,15:00PM,18:39PM,219.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:39 p.m. until 10 a.m. on Wednesday April 26 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/4/25/daily-digest
533,House,04/25/2023,12:00PM,21:07PM,547.0,x,Adjournment: The House met at 12 p.m. and adjourned at 9:07 p.m.  ,https://www.congress.gov/congressional-record/2023/4/25/daily-digest
534,Senate,04/26/2023,10:00AM,19:31PM,571.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:31 p.m. until 12 p.m. on Thursday April 27 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/4/26/daily-digest
535,House,04/26/2023,10:00AM,19:01PM,541.0,x,Adjournment: The House met at 10 a.m. and adjourned at 7:01 p.m.   ,https://www.congress.gov/congressional-record/2023/4/26/daily-digest
536,Senate,04/27/2023,,1900-01-01 15:26:00,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/4/27/daily-digest
537,House,04/27/2023,09:00AM,18:18PM,558.0,x,Adjournment: The House met at 9 a.m. and adjourned at 6:18 p.m. ,https://www.congress.gov/congressional-record/2023/4/27/daily-digest
538,Senate,04/28/2023,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday May 1 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/4/28/daily-digest
539,House,04/28/2023,09:00AM,12:41PM,221.0,x,Adjournment: The House met at 9 a.m. and adjourned at 12:41 p.m. ,https://www.congress.gov/congressional-record/2023/4/28/daily-digest
540,Senate,05/01/2023,15:00PM,19:15PM,255.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:15 p.m. until 10 a.m. on Tuesday May 2 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/1/daily-digest
541,House,05/01/2023,,,,NS,The House was not in session today. The House will meet at 11 a.m. on Tuesday May 2 2023.No hearings were held.,https://www.congress.gov/congressional-record/2023/5/1/daily-digest
542,Senate,05/02/2023,10:00AM,18:56PM,536.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:56 p.m. until 10 a.m. on Wednesday May 3 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/2/daily-digest
543,House,05/02/2023,11:00AM,11:06AM,6.0,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:06 a.m.  ,https://www.congress.gov/congressional-record/2023/5/2/daily-digest
544,Senate,05/03/2023,10:00AM,20:46PM,646.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 8:46 p.m. until 10 a.m. on Thursday May 4 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/3/daily-digest
545,House,05/03/2023,,,,NS,The House was not in session today. The House will meet at 11 a.m. on Friday May 5 2023.No hearings were held.,https://www.congress.gov/congressional-record/2023/5/3/daily-digest
546,Senate,05/04/2023,10:00AM,15:44PM,344.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:44 p.m. until 9:30 a.m. on Friday May 5 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/4/daily-digest
547,House,05/04/2023,,,,NS,The House was not in session today. The House will meet at 11 a.m. on Friday May 5 2023.No hearings were held.,https://www.congress.gov/congressional-record/2023/5/4/daily-digest
548,Senate,05/05/2023,,,,pf,The Senate met at 9:30:00 a.m. in pro forma session and adjourned at 9:30:31 a.m. until 3 p.m. on Tuesday May 9 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/5/5/daily-digest
549,House,05/05/2023,11:00AM,11:03AM,3.0,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.   ,https://www.congress.gov/congressional-record/2023/5/5/daily-digest
550,Senate,05/09/2023,15:00PM,19:31PM,271.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:31 p.m. until 10 a.m. on Wednesday May 10 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/9/daily-digest
551,House,05/09/2023,12:00PM,21:54PM,594.0,x,Adjournment: The House met at 12 p.m. and adjourned at 9:54 p.m. ,https://www.congress.gov/congressional-record/2023/5/9/daily-digest
552,Senate,05/10/2023,10:00AM,20:03PM,603.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 8:03 p.m. until 10 a.m. on Thursday May 11 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/10/daily-digest
553,House,05/10/2023,10:00AM,21:57PM,717.0,x,Adjournment: The House met at 10 a.m. and adjourned at 9:57 p.m. ,https://www.congress.gov/congressional-record/2023/5/10/daily-digest
554,Senate,05/11/2023,10:00AM,15:49PM,349.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:49 p.m. until 3 p.m. on Monday May 15 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/11/daily-digest
555,House,05/11/2023,10:00AM,17:35PM,455.0,x,Adjournment: The House met at 10 a.m. and adjourned at 5:35 p.m.   ,https://www.congress.gov/congressional-record/2023/5/11/daily-digest
556,Senate,05/15/2023,15:00PM,19:22PM,262.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:22 p.m. until 10 a.m. on Tuesday May 16 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/15/daily-digest
557,House,05/15/2023,12:00PM,20:39PM,519.0,x,Adjournment: The House met at 12 p.m. and adjourned at 8:39 p.m. ,https://www.congress.gov/congressional-record/2023/5/15/daily-digest
558,Senate,05/16/2023,10:00AM,19:27PM,567.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:27 p.m. until 10 a.m. on Wednesday May 17 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/16/daily-digest
559,House,05/16/2023,10:00AM,14:40PM,280.0,x,Adjournment: The House met at 10 a.m. and adjourned at 2:40 p.m.    ,https://www.congress.gov/congressional-record/2023/5/16/daily-digest
560,Senate,05/17/2023,10:00AM,20:15PM,615.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 8:15 p.m. until 10 a.m. on Thursday May 18 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/17/daily-digest
561,House,05/17/2023,10:00AM,20:50PM,650.0,x,Adjournment: The House met at 10 a.m. and adjourned at 8:50 p.m.  ,https://www.congress.gov/congressional-record/2023/5/17/daily-digest
562,Senate,05/18/2023,10:00AM,15:52PM,352.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:52 p.m. until 9:45 a.m. on Friday May 19 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/5/18/daily-digest
563,House,05/18/2023,09:00AM,12:31PM,211.0,x,Adjournment: The House met at 9 a.m. and adjourned at 12:31 p.m.   ,https://www.congress.gov/congressional-record/2023/5/18/daily-digest
564,Senate,05/19/2023,,,,pf,The Senate met at 9:45:00 a.m. in pro forma session and adjourned at 9:45:31 a.m. until 12 noon on Tuesday May 23 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/5/19/daily-digest
565,House,05/19/2023,,,,NS,The House was not in session today. The House will meet at 12 p.m. on Monday May 22 2023.No hearings were held. ,https://www.congress.gov/congressional-record/2023/5/19/daily-digest
566,Senate,05/22/2023,,,,NS,The Senate was not in session and stands adjourned until 12 noon on Tuesday May 23 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/5/22/daily-digest
567,House,05/22/2023,12:00PM,21:15PM,555.0,x,Adjournment:  The House met at 12 p.m. and adjourned at 9:15 p.m.   ,https://www.congress.gov/congressional-record/2023/5/22/daily-digest
568,Senate,05/23/2023,,,,pf,The Senate met at 12:11:35 p.m. in pro forma session and adjourned at 12:12:16 p.m. until 12:30 p.m. on Thursday May 25 2023.No committee meetings were held. ,https://www.congress.gov/congressional-record/2023/5/23/daily-digest
569,House,05/23/2023,10:00AM,18:37PM,517.0,x,Adjournment: The House met at 10 a.m. and adjourned at 6:37 p.m.      ,https://www.congress.gov/congressional-record/2023/5/23/daily-digest
570,Senate,05/24/2023,,,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/5/24/daily-digest
571,House,05/24/2023,10:00AM,19:40PM,580.0,x,.Adjournment: The House met at 10 a.m. and adjourned at 7:40 p.m.,https://www.congress.gov/congressional-record/2023/5/24/daily-digest
572,Senate,05/25/2023,,,,pf,Daily Digest SenateChamber Action The Senate met at 12:30:05 p.m. in pro forma session and adjourned at 12:30:36 p.m. until 9 a.m. on Friday May 26 2023.,https://www.congress.gov/congressional-record/2023/5/25/daily-digest
573,House,05/25/2023,,,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/5/25/daily-digest
574,Senate,05/26/2023,,,,pf,The Senate met at 9 a.m. in pro forma session and adjourned at 9:00:26 a.m. until 3 p.m. on Tuesday May 30 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/5/26/daily-digest
575,House,05/26/2023,14:00PM,14:08PM,8.0,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:08 p.m. ,https://www.congress.gov/congressional-record/2023/5/26/daily-digest
576,Senate,05/29/2023,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Tuesday May 30 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/5/29/daily-digest
577,House,05/29/2023,14:00PM,14:17PM,17.0,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:17 p.m. ,https://www.congress.gov/congressional-record/2023/5/29/daily-digest
578,Senate,05/30/2023,,,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/5/30/daily-digest
579,House,05/30/2023,14:00PM,21:02PM,422.0,x,.Adjournment: The House met at 2 p.m. and adjourned at 9:02 p.m.,https://www.congress.gov/congressional-record/2023/5/30/daily-digest
580,Senate,05/31/2023,,,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/5/31/daily-digest
581,House,05/31/2023,14:00PM,21:34PM,454.0,x,.Adjournment: The House met at 2 p.m. and adjourned at 9:34 p.m.,https://www.congress.gov/congressional-record/2023/5/31/daily-digest
582,Senate,06/01/2023,,,,INPUT BY HAND,.),https://www.congress.gov/congressional-record/2023/6/1/daily-digest
583,House,06/01/2023,11:00AM,11:02AM,2.0,pf,Quorum Calls--Votes: There were no Yea and Nay votes and there were no Recorded votes. There were no quorum calls.Adjournment: The House met at 11 a.m. and adjourned at 11:02 a.m.,https://www.congress.gov/congressional-record/2023/6/1/daily-digest
584,Senate,06/02/2023,,,,pf,Daily Digest SenateChamber Action The Senate met at 10:15 a.m. in pro forma session and adjourned at 10:15:33 a.m. until 3 p.m. on Tuesday June 6 2023.,https://www.congress.gov/congressional-record/2023/6/2/daily-digest
585,House,06/02/2023,,,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/6/2/daily-digest
586,Senate,06/05/2023,,,,INPUT BY HAND,.Adjournment: The House met at 12 p.m. and adjourned at 7:56 p.m.,https://www.congress.gov/congressional-record/2023/6/5/daily-digest
587,House,06/05/2023,12:00PM,19:56PM,476.0,x,.Adjournment: The House met at 12 p.m. and adjourned at 7:56 p.m.,https://www.congress.gov/congressional-record/2023/6/5/daily-digest
588,Senate,06/06/2023,15:00PM,18:31PM,211.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:31 p.m. until 10 a.m. on Wednesday June 7 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/6/daily-digest
589,House,06/06/2023,10:00AM,19:20PM,560.0,x,Adjournment: The House met at 10 a.m. and adjourned at 7:20 p.m. ,https://www.congress.gov/congressional-record/2023/6/6/daily-digest
590,Senate,06/07/2023,10:00AM,18:08PM,488.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:08 p.m. until 10 a.m. on Thursday June 8 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/7/daily-digest
591,House,06/07/2023,10:00AM,18:47PM,527.0,x,Adjournment: The House met at 10 a.m. and adjourned at 6:47 p.m.   ,https://www.congress.gov/congressional-record/2023/6/7/daily-digest
592,Senate,06/08/2023,10:00AM,15:44PM,344.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:44 p.m. until 3 p.m. on Monday June 12 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/8/daily-digest
593,House,06/08/2023,,,,NS,The House was not in session today. The House will meet in Pro Forma session at 9 a.m. on Friday June 9 2023.No hearings were held. ,https://www.congress.gov/congressional-record/2023/6/8/daily-digest
594,Senate,06/09/2023,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Monday June 12 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/6/9/daily-digest
595,House,06/09/2023,09:00AM,09:03AM,3.0,pf,Adjournment: The House met at 9 a.m. and adjourned at 9:03 a.m. ,https://www.congress.gov/congressional-record/2023/6/9/daily-digest
596,Senate,06/12/2023,15:00PM,18:32PM,212.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:32 p.m. until 10 a.m. on Tuesday June 13 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/12/daily-digest
597,House,06/12/2023,12:00PM,20:00PM,480.0,x,Adjournment: The House met at 12 p.m. and adjourned at 8 p.m.   ,https://www.congress.gov/congressional-record/2023/6/12/daily-digest
598,Senate,06/13/2023,10:00AM,19:09PM,549.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:09 p.m. until 10 a.m. on Wednesday June 14 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/13/daily-digest
599,House,06/13/2023,10:00AM,21:57PM,717.0,x,Adjournment: The House met at 10 a.m. and adjourned at 9:57 p.m.   ,https://www.congress.gov/congressional-record/2023/6/13/daily-digest
600,Senate,06/14/2023,10:00AM,18:24PM,504.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 6:24 p.m. until 10 a.m. on Thursday June 15 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/14/daily-digest
601,House,06/14/2023,10:00AM,16:52PM,412.0,x,Adjournment: The House met at 10 a.m. and adjourned at 4:52 p.m.  ,https://www.congress.gov/congressional-record/2023/6/14/daily-digest
602,Senate,06/15/2023,10:00AM,15:02PM,302.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 3:02 p.m. until 10 a.m. on Friday June 16 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/15/daily-digest
603,House,06/15/2023,09:00AM,12:17PM,197.0,x,Adjournment: The House met at 9 a.m. and adjourned at 12:17 p.m.   ,https://www.congress.gov/congressional-record/2023/6/15/daily-digest
604,Senate,06/16/2023,,,,pf,The Senate met at 10 a.m. in pro forma session and adjourned at 10:00:39 a.m. until 3 p.m. on Tuesday June 20.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/6/16/daily-digest
605,House,06/16/2023,14:00PM,14:04PM,4.0,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:04 p.m. ,https://www.congress.gov/congressional-record/2023/6/16/daily-digest
606,Senate,06/20/2023,15:00PM,19:43PM,283.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 7:43 p.m. until 10 a.m. on Wednesday June 21 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/20/daily-digest
607,House,06/20/2023,12:00PM,20:24PM,504.0,x,Adjournment: The House met at 12 p.m. and adjourned at 8:24 p.m.   ,https://www.congress.gov/congressional-record/2023/6/20/daily-digest
608,Senate,06/21/2023,10:00AM,19:57PM,597.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:57 p.m. until 10 a.m. on Thursday June 22 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/21/daily-digest
609,House,06/21/2023,10:00AM,21:58PM,718.0,x,Adjournment: The House met at 10 a.m. and adjourned at 9:58 p.m.   ,https://www.congress.gov/congressional-record/2023/6/21/daily-digest
610,Senate,06/22/2023,10:00AM,17:23PM,443.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 5:23 p.m. until 2 p.m. on Monday June 26 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/6/22/daily-digest
611,House,06/22/2023,10:30AM,19:24PM,534.0,x,Adjournment:  The House met at 10:30 a.m. and adjourned at 7:24 p.m.   ,https://www.congress.gov/congressional-record/2023/6/22/daily-digest
612,Senate,06/23/2023,,,,NS,The Senate was not in session and stands adjourned until 2 p.m. on Monday June 26 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/6/23/daily-digest
613,House,06/23/2023,09:00AM,13:21PM,261.0,x,Adjournment: The House met at 9 a.m. and adjourned at 1:21 p.m.,https://www.congress.gov/congressional-record/2023/6/23/daily-digest
614,Senate,06/26/2023,,,,pf,The Senate met at 2:10:37 p.m. in pro forma session and adjourned at 2:11:08 p.m. until 10 a.m. on Thursday June 29 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/6/26/daily-digest
615,House,06/26/2023,,,,NS,The House was not in session today. The House will meet in Pro Forma session on Tuesday June 27 at 9 a.m.No hearings were held.,https://www.congress.gov/congressional-record/2023/6/26/daily-digest
616,Senate,06/27/2023,,,,NS,The Senate was not in session and stands adjourned until 10 a.m. on Thursday June 29 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/6/27/daily-digest
617,House,06/27/2023,09:00AM,09:04AM,4.0,pf,Adjournment: The House met at 9 a.m. and adjourned at 9:04 a.m.   ,https://www.congress.gov/congressional-record/2023/6/27/daily-digest
618,Senate,06/29/2023,,,,pf,The Senate met at 10:00:01 a.m. in pro forma session and adjourned at 10:00:31 a.m. until 10 a.m. on Monday July 3 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/6/29/daily-digest
619,House,06/29/2023,,,,NS,The House was not in session today. The House will meet in Pro Forma session on Friday June 30 at 2 p.m.No hearings were held.,https://www.congress.gov/congressional-record/2023/6/29/daily-digest
620,Senate,06/30/2023,,,,NS,The Senate was not in session and stands adjourned until 10 a.m. on Monday July 3 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/6/30/daily-digest
621,House,06/30/2023,14:00PM,14:02PM,2.0,pf,Adjournment: The House met at 2 p.m. and adjourned at 2:02 p.m.   ,https://www.congress.gov/congressional-record/2023/6/30/daily-digest
622,Senate,07/03/2023,,,,pf,The Senate met at 10:00:04 a.m. in pro forma session and adjourned at 10:00:34 a.m. until 10 a.m. on Thursday July 6 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/7/3/daily-digest
623,House,07/03/2023,10:00AM,10:04AM,4.0,pf,Adjournment: The House met at 10 a.m. and adjourned at 10:04 a.m. ,https://www.congress.gov/congressional-record/2023/7/3/daily-digest
624,Senate,07/06/2023,,,,pf,The Senate met at 10:04:29 a.m. in pro forma session and adjourned at 10:05:11 a.m. until 3 p.m. on Monday July 10 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/7/6/daily-digest
625,House,07/06/2023,12:00PM,12:12PM,12.0,pf,Adjournment: The House met at 12 p.m. and adjourned at 12:12 p.m. ,https://www.congress.gov/congressional-record/2023/7/6/daily-digest
626,Senate,07/10/2023,15:00PM,18:47PM,227.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 6:47 p.m. until 10 a.m. on Tuesday July 11 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/7/10/daily-digest
627,House,07/10/2023,14:30PM,14:36PM,6.0,pf,Adjournment: The House met at 2:30 p.m. and adjourned at 2:36 p.m.  ,https://www.congress.gov/congressional-record/2023/7/10/daily-digest
628,Senate,07/11/2023,10:00AM,19:15PM,555.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 7:15 p.m. until 10 a.m. on Wednesday July 12 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/7/11/daily-digest
629,House,07/11/2023,12:00PM,20:50PM,530.0,x,Adjournment: The House met at 12 p.m. and adjourned at 8:50 p.m.   ,https://www.congress.gov/congressional-record/2023/7/11/daily-digest
630,Senate,07/12/2023,10:00AM,18:59PM,539.0,x,Adjournment: Senate convened at 10:00 a.m. and adjourned at 6:59 p.m. until 10 a.m. on Thursday July 13 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/7/12/daily-digest
631,House,07/12/2023,10:00AM,15:55PM,355.0,x,Adjournment: The House met at 10 a.m. and adjourned at 3:55 p.m.   ,https://www.congress.gov/congressional-record/2023/7/12/daily-digest
632,Senate,07/13/2023,10:00AM,17:05PM,425.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 5:05 p.m. until 9:30 a.m. on Friday July 14 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/7/13/daily-digest
633,House,07/13/2023,10:00AM,23:32PM,812.0,x,Adjournment: The House met at 10 a.m. and adjourned at 11:32 p.m. ,https://www.congress.gov/congressional-record/2023/7/13/daily-digest
634,Senate,07/14/2023,,,,pf,The Senate met at 9:30:00 a.m. in pro forma session and adjourned at 9:30:36 a.m. until 3 p.m. on Tuesday July 18 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/7/14/daily-digest
635,House,07/14/2023,,,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/7/14/daily-digest
636,Senate,07/17/2023,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Tuesday July 18 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/7/17/daily-digest
637,House,07/17/2023,12:00PM,20:48PM,528.0,x,Adjournment: The House met at 12 p.m. and adjourned at 8:48 p.m.,https://www.congress.gov/congressional-record/2023/7/17/daily-digest
638,Senate,07/18/2023,15:00PM,22:44PM,464.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 10:44 p.m. until 9:45 a.m. on Wednesday July 19 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/7/18/daily-digest
639,House,07/18/2023,10:00AM,20:28PM,628.0,x,Adjournment: The House met at 10 a.m. and adjourned at 8:28 p.m. ,https://www.congress.gov/congressional-record/2023/7/18/daily-digest
640,Senate,07/19/2023,09:45AM,19:57PM,612.0,x,Adjournment: Senate convened at 9:45 a.m. and adjourned at 7:57 p.m. until 10 a.m. on Thursday July 20 2023. (For Senates program see the remarks of the Acting Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/7/19/daily-digest
641,House,07/19/2023,09:00AM,23:00PM,840.0,x,Adjournment: The House met at 9 a.m. and adjourned at 11 p.m.   ,https://www.congress.gov/congressional-record/2023/7/19/daily-digest
642,Senate,07/20/2023,10:00AM,16:54PM,414.0,x,Adjournment: Senate convened at 10 a.m. and adjourned at 4:54 p.m. until 6:30 a.m. on Friday July 21 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/7/20/daily-digest
643,House,07/20/2023,09:00AM,12:40PM,220.0,x,Adjournment: The House met at 9 a.m. and adjourned at 12:40 p.m.,https://www.congress.gov/congressional-record/2023/7/20/daily-digest
644,Senate,07/21/2023,,,,pf,The Senate met at 6:30:02 a.m. in pro forma session and adjourned at 6:30:30 a.m. until 3 p.m. on Tuesday July 25 2023.No Committee meetings were held.,https://www.congress.gov/congressional-record/2023/7/21/daily-digest
645,House,07/21/2023,,,,NS,The House was not in session today. The House will meet at 11 a.m. on Monday July 24 2023.No hearings were held.,https://www.congress.gov/congressional-record/2023/7/21/daily-digest
646,Senate,07/24/2023,,,,NS,The Senate was not in session and stands adjourned until 3 p.m. on Tuesday July 25 2023.No committee meetings were held.,https://www.congress.gov/congressional-record/2023/7/24/daily-digest
647,House,07/24/2023,11:00AM,11:03AM,3.0,pf,Adjournment: The House met at 11 a.m. and adjourned at 11:03 a.m.  ,https://www.congress.gov/congressional-record/2023/7/24/daily-digest
648,Senate,07/25/2023,15:00PM,23:10PM,490.0,x,Adjournment: Senate convened at 3 p.m. and adjourned at 11:10 p.m. until 10 a.m. on Wednesday July 26 2023. (For Senates program see the remarks of the Majority Leader in todays Record on ,https://www.congress.gov/congressional-record/2023/7/25/daily-digest
649,House,07/25/2023,12:00PM,21:03PM,543.0,x,Adjournment: The House met at 12 p.m. and adjourned at 9:03 p.m.   ,https://www.congress.gov/congressional-record/2023/7/25/daily-digest
650,Senate,07/26/2023,1900-01-01 10:00:00,,,INPUT BY HAND,,https://www.congress.gov/congressional-record/2023/7/26/daily-digest
